local_datetime,ccgt,oil,coal,nuclear,wind,ps,npshyd,ocgt,other,intfr,intirl,intned,intew,biomass,intnem
2018-07-17 19:00:00+01:00,18496,0,834,6520,1375,568,213,0,65,1806,0,1058,76,2083,0
2018-07-17 19:30:00+01:00,18298,0,1035,6524,1271,504,208,0,65,1800,0,1058,24,2086,0
2018-07-17 20:00:00+01:00,18216,0,1231,6526,1127,154,159,0,65,1800,0,1058,22,2084,0
2018-07-17 20:30:00+01:00,17741,0,1240,6521,989,194,148,0,66,1800,0,1058,80,2088,0
2018-07-17 21:00:00+01:00,17590,0,1067,6521,971,184,146,0,67,1800,0,1000,202,2097,0
2018-07-17 21:30:00+01:00,17704,0,867,6527,936,226,112,0,67,1800,0,1000,130,2095,0
2018-07-17 22:00:00+01:00,17370,0,404,6531,954,142,56,0,67,1800,50,1000,0,2070,0
2018-07-17 22:30:00+01:00,16070,0,56,6538,936,114,53,0,67,1798,108,1000,0,2052,0
2018-07-17 23:00:00+01:00,14266,0,0,6543,923,0,53,0,67,1998,100,1000,56,2034,0
2018-07-17 23:30:00+01:00,12332,0,0,6550,892,0,53,0,67,1998,134,1000,222,2050,0
2018-07-18 00:00:00+01:00,11216,0,0,6559,855,0,53,0,68,1998,188,1002,340,2117,0
2018-07-18 00:30:00+01:00,10809,0,0,6566,840,0,53,0,67,1998,256,1002,374,2130,0
2018-07-18 01:00:00+01:00,10650,0,0,6574,786,0,53,0,67,1802,298,952,444,2130,0
2018-07-18 01:30:00+01:00,10842,0,0,6595,689,0,53,0,67,1800,298,952,504,2127,0
2018-07-18 02:00:00+01:00,10746,0,0,6595,599,0,53,0,67,1800,296,952,504,2130,0
2018-07-18 02:30:00+01:00,10767,0,0,6602,534,0,53,0,66,1800,206,952,504,2129,0
2018-07-18 03:00:00+01:00,10633,0,0,6602,550,0,53,0,67,1800,126,952,504,2127,0
2018-07-18 03:30:00+01:00,10670,0,0,6608,537,0,53,0,67,1800,126,952,504,2128,0
2018-07-18 04:00:00+01:00,10782,0,0,6612,509,0,53,0,67,1800,126,950,504,2125,0
2018-07-18 04:30:00+01:00,10813,0,0,6621,511,0,53,0,67,1800,126,950,504,2131,0
2018-07-18 05:00:00+01:00,10625,0,0,6622,522,0,72,0,67,1800,154,952,504,2125,0
2018-07-18 05:30:00+01:00,10766,0,0,6626,513,0,73,0,67,1800,258,950,504,2118,0
2018-07-18 06:00:00+01:00,12224,0,0,6628,465,56,84,0,66,1800,298,998,492,2124,0
2018-07-18 06:30:00+01:00,14266,0,0,6636,407,106,84,0,66,1800,296,1000,410,2109,0
2018-07-18 07:00:00+01:00,17011,0,107,6632,371,172,100,0,66,1800,180,1000,252,2106,0
2018-07-18 07:30:00+01:00,18428,0,476,6631,352,174,103,0,66,1800,54,1000,98,2105,0
2018-07-18 08:00:00+01:00,19065,0,837,6635,328,142,127,0,66,1800,0,1058,0,2107,0
2018-07-18 08:30:00+01:00,19028,0,938,6635,302,144,145,0,66,1800,0,1058,0,2106,0
2018-07-18 09:00:00+01:00,19037,0,937,6639,259,256,157,0,67,1800,0,1058,0,2105,0
2018-07-18 09:30:00+01:00,18953,0,928,6639,206,210,158,0,67,1800,0,1058,0,2093,0
2018-07-18 10:00:00+01:00,18906,0,907,6629,186,148,144,0,66,1800,0,1058,0,2086,0
2018-07-18 10:30:00+01:00,18913,0,944,6626,189,188,128,0,67,1800,0,1058,0,2089,0
2018-07-18 11:00:00+01:00,18776,0,1065,6620,188,402,127,0,66,1800,0,1058,0,2141,0
2018-07-18 11:30:00+01:00,18886,0,1201,6619,168,326,109,0,66,1800,0,1058,0,2148,0
2018-07-18 12:00:00+01:00,18731,0,1351,6619,150,510,84,0,66,1800,0,1002,0,2146,0
2018-07-18 12:30:00+01:00,18771,0,1346,6615,158,214,70,0,36,1800,0,998,0,2145,0
2018-07-18 13:00:00+01:00,18920,0,1228,6615,180,162,69,0,35,1898,0,744,0,2147,0
2018-07-18 13:30:00+01:00,18852,0,1243,6616,213,140,69,0,40,1900,0,738,0,2144,0
2018-07-18 14:00:00+01:00,18577,0,1207,6617,261,164,69,0,60,1900,0,940,0,2140,0
2018-07-18 14:30:00+01:00,18742,0,1036,6615,347,176,69,0,64,1900,0,944,0,2133,0
2018-07-18 15:00:00+01:00,18968,0,1178,6621,336,150,85,0,65,1898,0,600,0,2114,0
2018-07-18 15:30:00+01:00,19176,0,1338,6619,337,304,93,0,64,1898,0,594,0,2138,0
2018-07-18 16:00:00+01:00,19068,0,1373,6630,382,388,172,0,62,1998,0,960,0,2113,0
2018-07-18 16:30:00+01:00,19364,0,1382,6631,375,630,183,0,60,1998,0,968,0,2107,0
2018-07-18 17:00:00+01:00,19124,0,1414,6631,344,1222,296,0,58,1998,0,892,0,2106,0
2018-07-18 17:30:00+01:00,19254,0,1444,6641,371,1134,306,0,58,1998,0,890,0,2083,0
2018-07-18 18:00:00+01:00,19090,0,1393,6639,377,1160,298,0,59,1998,0,940,0,2086,0
2018-07-18 18:30:00+01:00,19037,0,1371,6643,426,1028,285,0,57,1998,0,940,0,2091,0
2018-07-18 19:00:00+01:00,18899,0,1225,6644,444,1044,230,0,59,1998,0,910,0,2044,0
2018-07-18 19:30:00+01:00,19371,0,980,6646,453,460,197,0,59,1998,0,910,0,2034,0
2018-07-18 20:00:00+01:00,19142,0,908,6643,458,176,148,0,58,1998,0,1054,0,2099,0
2018-07-18 20:30:00+01:00,18971,0,740,6635,432,226,142,0,36,1998,0,1058,62,2102,0
2018-07-18 21:00:00+01:00,18881,0,494,6639,391,204,122,0,39,1998,0,1002,156,2103,0
2018-07-18 21:30:00+01:00,18663,0,399,6636,345,176,101,0,58,1998,0,1000,264,2107,0
2018-07-18 22:00:00+01:00,18025,0,211,6633,332,152,54,0,60,1998,0,854,334,2115,0
2018-07-18 22:30:00+01:00,16316,0,209,6626,312,128,53,0,60,1998,18,852,270,2107,0
2018-07-18 23:00:00+01:00,14221,0,255,6625,316,26,53,0,60,1998,138,996,340,2128,0
2018-07-18 23:30:00+01:00,12642,0,277,6626,306,0,53,0,60,1998,166,1000,428,2131,0
2018-07-19 00:00:00+01:00,12032,0,209,6623,313,0,53,0,60,1900,214,940,468,2131,0
2018-07-19 00:30:00+01:00,11648,0,174,6621,358,0,53,0,61,1900,282,938,504,2113,0
2018-07-19 01:00:00+01:00,11344,0,0,6634,385,0,53,0,61,1898,298,938,504,2094,0
2018-07-19 01:30:00+01:00,11072,0,0,6638,345,0,53,0,61,1900,298,938,504,2033,0
2018-07-19 02:00:00+01:00,10649,0,0,6639,336,0,53,0,61,1900,284,938,504,2114,0
2018-07-19 02:30:00+01:00,10472,0,0,6642,352,0,53,0,61,1900,212,938,504,2114,0
2018-07-19 03:00:00+01:00,10706,0,0,6641,379,0,53,0,61,1900,246,936,504,2117,0
2018-07-19 03:30:00+01:00,10785,0,0,6639,376,0,53,0,61,1900,248,936,504,2144,0
2018-07-19 04:00:00+01:00,10820,0,0,6636,315,0,53,0,61,1900,212,934,504,2139,0
2018-07-19 04:30:00+01:00,10835,0,0,6642,297,0,53,0,61,1900,212,934,504,2100,0
2018-07-19 05:00:00+01:00,11168,0,0,6637,286,0,53,0,61,1900,212,934,504,2048,0
2018-07-19 05:30:00+01:00,11274,0,0,6634,290,0,53,0,61,1898,262,932,504,2135,0
2018-07-19 06:00:00+01:00,12635,0,0,6654,286,0,67,0,60,1998,286,640,504,2138,0
2018-07-19 06:30:00+01:00,14457,0,0,6656,311,146,72,0,58,2000,222,636,500,2072,0
2018-07-19 07:00:00+01:00,16338,0,321,6654,324,216,86,0,60,1998,106,990,392,2134,0
2018-07-19 07:30:00+01:00,17641,0,677,6659,307,202,103,0,60,1998,4,1000,242,2140,0
2018-07-19 08:00:00+01:00,17960,0,945,6658,284,548,154,0,60,1998,0,1058,102,2140,0
2018-07-19 08:30:00+01:00,17992,0,945,6582,298,700,169,0,60,1998,0,1058,0,2139,0
2018-07-19 09:00:00+01:00,17870,0,944,6424,314,916,170,0,60,1998,0,1058,0,2138,0
2018-07-19 09:30:00+01:00,17810,0,945,6387,362,666,158,0,60,1998,0,1058,0,2050,0
2018-07-19 10:00:00+01:00,17785,0,943,6400,388,244,135,0,60,1998,0,1058,0,2105,0
2018-07-19 10:30:00+01:00,17820,0,940,6412,459,186,136,0,59,1998,0,1058,0,1944,0
2018-07-19 11:00:00+01:00,17863,0,940,6417,519,138,105,0,59,1998,0,1058,0,1783,0
2018-07-19 11:30:00+01:00,17697,0,907,6476,631,154,101,0,59,1998,0,1058,0,1735,0
2018-07-19 12:00:00+01:00,17703,0,904,6550,713,344,101,0,55,1998,0,1002,0,1595,0
2018-07-19 12:30:00+01:00,17602,0,941,6559,850,148,100,0,59,1998,0,1000,0,1578,0
2018-07-19 13:00:00+01:00,17323,0,942,6561,979,150,57,0,59,1998,0,1000,0,1557,0
2018-07-19 13:30:00+01:00,17071,0,944,6555,1019,146,54,0,59,1998,0,1000,0,1578,0
2018-07-19 14:00:00+01:00,16970,0,904,6550,1145,152,54,0,56,1998,0,1000,0,1588,0
2018-07-19 14:30:00+01:00,16820,0,900,6554,1306,164,54,0,57,1998,0,1000,0,1592,0
2018-07-19 15:00:00+01:00,16713,0,888,6557,1537,160,69,0,59,1998,0,1000,0,1597,0
2018-07-19 15:30:00+01:00,17144,0,900,6477,1678,174,77,0,59,1998,0,1000,0,1621,0
2018-07-19 16:00:00+01:00,17449,0,920,6412,1761,116,165,0,59,1998,0,1000,0,1746,0
2018-07-19 16:30:00+01:00,17572,0,881,6407,1825,236,167,0,59,1998,0,1000,0,1945,0
2018-07-19 17:00:00+01:00,17653,0,873,6409,1870,494,258,0,33,1998,0,1058,0,2083,0
2018-07-19 17:30:00+01:00,17659,0,950,6428,1919,292,272,0,39,1998,0,1058,0,2092,0
2018-07-19 18:00:00+01:00,17617,0,966,6559,1914,222,272,0,49,1998,0,1058,0,2105,0
2018-07-19 18:30:00+01:00,17644,0,832,6676,1900,432,269,0,58,1998,0,1058,0,2109,0
2018-07-19 19:00:00+01:00,17615,0,861,6690,1843,350,229,0,58,1998,72,1058,0,2109,0
2018-07-19 19:30:00+01:00,17408,0,892,6698,1832,384,224,0,57,1998,14,1058,0,2114,0
2018-07-19 20:00:00+01:00,17282,0,937,6704,1846,180,176,0,42,1998,0,1058,0,2110,0
2018-07-19 20:30:00+01:00,17070,0,793,6700,1769,146,143,0,26,1998,0,1058,0,2115,0
2018-07-19 21:00:00+01:00,16873,0,519,6693,1678,330,89,0,21,1998,24,1002,10,2119,0
2018-07-19 21:30:00+01:00,16955,0,434,6707,1539,308,86,0,21,1998,0,1000,142,2074,0
2018-07-19 22:00:00+01:00,16675,0,231,6700,1430,228,86,0,20,1998,0,1000,106,2048,0
2018-07-19 22:30:00+01:00,14982,0,210,6570,1399,210,67,0,21,1998,0,1000,166,2044,0
2018-07-19 23:00:00+01:00,13389,0,209,6451,1333,0,52,0,49,1950,88,974,214,2046,0
2018-07-19 23:30:00+01:00,11651,0,209,6439,1264,0,51,0,53,1950,240,974,360,2045,0
2018-07-20 00:00:00+01:00,10874,0,210,6455,1233,0,51,0,54,1870,296,936,486,2047,0
2018-07-20 00:30:00+01:00,10769,0,64,6487,1183,0,51,0,58,1870,258,936,504,2044,0
2018-07-20 01:00:00+01:00,10349,0,0,6624,1276,0,51,0,59,1870,290,936,504,2042,0
2018-07-20 01:30:00+01:00,10023,0,0,6652,1226,0,51,0,59,1870,296,936,504,2092,0
2018-07-20 02:00:00+01:00,9882,0,0,6651,1058,0,51,0,59,1870,296,936,504,2138,0
2018-07-20 02:30:00+01:00,9826,0,0,6663,921,0,51,0,59,1870,296,936,504,2139,0
2018-07-20 03:00:00+01:00,9821,0,0,6568,887,0,51,0,59,1870,296,936,504,2137,0
2018-07-20 03:30:00+01:00,9684,0,0,6566,772,0,51,0,59,1870,296,936,504,2140,0
2018-07-20 04:00:00+01:00,10036,0,0,6577,720,0,51,0,59,1870,296,934,504,2142,0
2018-07-20 04:30:00+01:00,9861,0,0,6637,724,0,51,0,59,1870,296,934,504,2141,0
2018-07-20 05:00:00+01:00,10087,0,0,6736,706,0,51,0,59,1820,282,936,504,2142,0
2018-07-20 05:30:00+01:00,10378,0,0,6767,716,0,51,0,59,1818,238,936,504,2141,0
2018-07-20 06:00:00+01:00,11733,0,163,6848,708,0,51,0,59,1948,296,376,504,2140,0
2018-07-20 06:30:00+01:00,12997,0,209,6844,676,100,51,0,58,1948,280,356,504,2141,0
2018-07-20 07:00:00+01:00,15690,0,371,6839,763,256,86,0,59,1998,134,508,390,2137,0
2018-07-20 07:30:00+01:00,16851,0,600,6847,911,140,90,0,59,2000,0,520,240,2135,0
2018-07-20 08:00:00+01:00,17244,0,590,6843,981,226,182,0,59,2000,0,1040,88,2134,0
2018-07-20 08:30:00+01:00,17177,0,824,6852,927,238,198,0,59,1998,0,1056,0,2171,0
2018-07-20 09:00:00+01:00,17328,0,906,6796,837,318,202,0,59,1998,0,1058,0,2179,0
2018-07-20 09:30:00+01:00,17523,0,924,6685,812,290,203,0,60,2000,0,1058,0,2176,0
2018-07-20 10:00:00+01:00,17535,0,973,6682,780,158,167,0,60,2000,0,1058,0,2176,0
2018-07-20 10:30:00+01:00,17656,0,992,6671,774,148,166,0,60,2000,0,1058,0,2139,0
2018-07-20 11:00:00+01:00,17315,0,987,6677,795,310,125,0,60,2000,0,1058,0,2130,0
2018-07-20 11:30:00+01:00,17295,0,975,6688,802,306,106,0,60,1998,0,1058,0,2143,0
2018-07-20 12:00:00+01:00,17224,0,974,6739,769,432,71,0,59,2000,0,1002,0,2151,0
2018-07-20 12:30:00+01:00,16964,0,1047,6900,869,292,59,0,60,1998,0,1000,0,2130,0
2018-07-20 13:00:00+01:00,16587,0,911,6953,913,484,34,0,59,1998,0,1000,0,2147,0
2018-07-20 13:30:00+01:00,16546,0,729,6965,973,442,33,0,59,1998,0,1002,0,2150,0
2018-07-20 14:00:00+01:00,16459,0,710,6954,920,504,18,0,57,1998,0,1000,0,2157,0
2018-07-20 14:30:00+01:00,16669,0,733,6958,1014,524,23,0,59,1998,0,1000,0,2143,0
2018-07-20 15:00:00+01:00,16888,0,729,6972,1077,206,18,0,60,1998,0,1000,0,2105,0
2018-07-20 15:30:00+01:00,16983,0,917,6957,1127,168,32,0,60,1998,0,1000,0,2107,0
2018-07-20 16:00:00+01:00,16918,0,1217,6957,1182,222,115,0,59,2000,0,1000,0,2107,0
2018-07-20 16:30:00+01:00,17430,0,1233,6958,1150,454,129,0,27,1998,0,1002,0,2103,0
2018-07-20 17:00:00+01:00,17791,0,1309,6962,1130,570,190,0,20,1998,0,1058,0,2115,0
2018-07-20 17:30:00+01:00,17964,0,1373,6966,1082,444,208,0,20,1998,0,1060,0,2135,0
2018-07-20 18:00:00+01:00,17960,0,1341,6964,945,300,223,0,20,1998,0,1056,0,2141,0
2018-07-20 18:30:00+01:00,18009,0,1286,6963,907,264,221,0,21,1998,0,1060,0,2144,0
2018-07-20 19:00:00+01:00,17803,0,1245,6963,837,224,181,0,20,2000,0,1058,0,2136,0
2018-07-20 19:30:00+01:00,17390,0,1333,6955,777,128,172,0,20,1998,0,1060,0,2135,0
2018-07-20 20:00:00+01:00,16970,0,1039,6958,835,190,141,0,20,1998,0,1058,0,2197,0
2018-07-20 20:30:00+01:00,16817,0,832,6933,718,212,125,0,20,2000,0,1058,86,2215,0
2018-07-20 21:00:00+01:00,17216,0,455,6866,623,116,35,0,20,1998,0,1002,86,2194,0
2018-07-20 21:30:00+01:00,17173,0,265,6745,635,152,34,0,20,1998,0,1002,86,2183,0
2018-07-20 22:00:00+01:00,16634,0,4,6742,566,192,34,0,20,1998,0,1000,128,2157,0
2018-07-20 22:30:00+01:00,15703,0,0,6741,500,118,33,0,20,2000,0,1002,90,1887,0
2018-07-20 23:00:00+01:00,14406,0,0,6784,459,26,18,0,20,2000,80,1000,120,1456,0
2018-07-20 23:30:00+01:00,13204,0,0,6929,344,20,18,0,21,1998,146,1000,198,1109,0
2018-07-21 00:00:00+01:00,12311,0,0,6988,284,0,20,0,20,1872,96,940,348,937,0
2018-07-21 00:30:00+01:00,11565,0,0,7014,205,0,20,0,21,1872,164,938,482,934,0
2018-07-21 01:00:00+01:00,11246,0,0,7027,161,0,20,0,20,1772,246,888,504,934,0
2018-07-21 01:30:00+01:00,11104,0,0,7037,150,0,20,0,20,1770,298,888,504,934,0
2018-07-21 02:00:00+01:00,11141,0,0,7046,124,0,20,0,20,1770,298,888,504,934,0
2018-07-21 02:30:00+01:00,10837,0,0,7057,147,0,20,0,20,1772,298,888,504,930,0
2018-07-21 03:00:00+01:00,10596,0,0,7039,175,0,20,0,20,1770,298,888,504,930,0
2018-07-21 03:30:00+01:00,10683,0,0,6906,186,0,20,0,20,1770,274,888,504,933,0
2018-07-21 04:00:00+01:00,10706,0,0,6846,256,0,20,0,20,1772,210,888,504,934,0
2018-07-21 04:30:00+01:00,10535,0,0,6848,238,0,20,0,20,1772,256,888,504,941,0
2018-07-21 05:00:00+01:00,10745,0,0,6846,210,0,20,0,20,1772,228,888,504,943,0
2018-07-21 05:30:00+01:00,10714,0,0,6898,250,0,20,0,20,1770,220,888,504,943,0
2018-07-21 06:00:00+01:00,10664,0,0,7033,340,0,20,0,20,1772,280,888,504,942,0
2018-07-21 06:30:00+01:00,11064,0,0,7066,385,0,20,0,20,1772,298,888,500,944,0
2018-07-21 07:00:00+01:00,11770,0,0,7065,318,0,34,0,20,1896,278,950,460,944,0
2018-07-21 07:30:00+01:00,12926,0,5,7068,278,0,46,0,20,1900,216,950,386,944,0
2018-07-21 08:00:00+01:00,13957,0,196,7073,216,152,138,0,20,1704,174,1058,246,946,0
2018-07-21 08:30:00+01:00,14468,0,420,7070,188,234,157,0,20,1704,104,1060,112,943,0
2018-07-21 09:00:00+01:00,14758,0,443,7082,202,450,169,0,20,1704,0,1058,44,945,0
2018-07-21 09:30:00+01:00,14549,0,290,7091,190,892,170,0,20,1704,0,1058,14,941,0
2018-07-21 10:00:00+01:00,14712,0,208,7086,242,846,128,0,20,1704,0,1060,0,943,0
2018-07-21 10:30:00+01:00,14472,0,209,7099,302,856,132,0,20,1702,0,1060,0,942,0
2018-07-21 11:00:00+01:00,14823,0,209,7125,364,182,98,0,20,1704,0,1060,0,967,0
2018-07-21 11:30:00+01:00,14477,0,210,7152,418,144,91,0,20,1704,0,1058,0,962,0
2018-07-21 12:00:00+01:00,14251,0,210,7166,438,196,63,0,20,1704,0,1002,0,970,0
2018-07-21 12:30:00+01:00,14178,0,211,7154,503,162,54,0,20,1704,0,1000,14,969,0
2018-07-21 13:00:00+01:00,13767,0,211,7024,569,202,47,0,20,1704,0,1000,70,966,0
2018-07-21 13:30:00+01:00,13505,0,210,6953,612,158,45,0,20,1704,0,1000,138,962,0
2018-07-21 14:00:00+01:00,13017,0,210,6950,733,194,27,0,20,1704,0,1002,176,968,0
2018-07-21 14:30:00+01:00,13137,0,210,6949,737,192,27,0,20,1704,0,1000,94,971,0
2018-07-21 15:00:00+01:00,13248,0,210,6992,768,188,27,0,20,1704,0,952,32,971,0
2018-07-21 15:30:00+01:00,13266,0,210,7122,860,158,27,0,21,1702,0,950,24,972,0
2018-07-21 16:00:00+01:00,13402,0,210,7174,929,150,57,0,20,1948,0,998,86,970,0
2018-07-21 16:30:00+01:00,14096,0,211,7177,933,156,87,0,20,1948,0,1000,70,968,0
2018-07-21 17:00:00+01:00,14667,0,295,7173,988,192,191,0,20,2000,0,1058,10,956,0
2018-07-21 17:30:00+01:00,14875,0,478,7180,998,204,196,0,20,1998,0,1058,0,952,0
2018-07-21 18:00:00+01:00,14832,0,492,7169,913,394,223,0,20,1998,8,1058,66,954,0
2018-07-21 18:30:00+01:00,14783,0,488,7167,908,462,223,0,20,1998,104,1060,168,952,0
2018-07-21 19:00:00+01:00,14784,0,489,7164,874,364,230,0,20,1998,114,1058,126,950,0
2018-07-21 19:30:00+01:00,14589,0,489,7166,852,302,213,0,20,1998,116,1058,182,942,0
2018-07-21 20:00:00+01:00,14366,0,487,7160,881,212,182,0,20,1998,134,1058,278,934,0
2018-07-21 20:30:00+01:00,14157,0,458,7084,899,150,162,0,20,1998,140,1058,368,880,0
2018-07-21 21:00:00+01:00,14335,0,471,6950,966,160,119,0,20,1998,92,1002,326,913,0
2018-07-21 21:30:00+01:00,14406,0,487,6938,922,248,117,0,20,1998,152,1000,244,955,0
2018-07-21 22:00:00+01:00,14170,0,408,6940,967,240,103,0,20,1998,140,1000,258,1015,0
2018-07-21 22:30:00+01:00,13119,0,294,6959,1084,120,99,0,20,1998,76,1000,186,1118,0
2018-07-21 23:00:00+01:00,12110,0,1,7051,1166,0,66,0,20,1900,102,952,260,1388,0
2018-07-21 23:30:00+01:00,10342,0,0,7164,1313,0,55,0,20,1900,132,950,394,1544,0
2018-07-22 00:00:00+01:00,9583,0,0,7176,1294,0,38,0,20,1704,126,856,316,1565,0
2018-07-22 00:30:00+01:00,8739,0,0,7188,1394,0,38,0,20,1702,152,854,240,1583,0
2018-07-22 01:00:00+01:00,7663,0,0,7187,1394,0,38,0,20,1702,138,854,310,1598,0
2018-07-22 01:30:00+01:00,7250,0,0,7176,1488,0,38,0,20,1702,152,854,424,1600,0
2018-07-22 02:00:00+01:00,7382,0,0,7177,1537,0,38,0,20,1602,138,808,478,1562,0
2018-07-22 02:30:00+01:00,7176,0,0,7178,1665,0,38,0,20,1602,162,808,502,1572,0
2018-07-22 03:00:00+01:00,7205,0,0,7172,1805,0,38,0,20,1602,198,808,504,1610,0
2018-07-22 03:30:00+01:00,7198,0,0,7179,1812,0,38,0,21,1602,106,806,504,1605,0
2018-07-22 04:00:00+01:00,7397,0,0,7180,1776,0,38,0,21,1602,34,804,504,1577,0
2018-07-22 04:30:00+01:00,7325,0,0,7180,1682,0,38,0,20,1602,34,806,504,1577,0
2018-07-22 05:00:00+01:00,7205,0,0,7184,1682,0,38,0,20,1602,34,806,492,1593,0
2018-07-22 05:30:00+01:00,7109,0,0,7179,1827,0,38,0,20,1602,34,804,504,1605,0
2018-07-22 06:00:00+01:00,7298,0,0,7175,1834,0,38,0,20,1600,108,804,504,1605,0
2018-07-22 06:30:00+01:00,7395,0,0,7169,1870,0,39,0,20,1598,254,806,424,1604,0
2018-07-22 07:00:00+01:00,7561,0,0,7175,1786,0,36,0,20,1800,296,902,344,1585,0
2018-07-22 07:30:00+01:00,8068,0,0,7174,1760,0,41,0,20,1800,278,904,290,1436,0
2018-07-22 08:00:00+01:00,9248,0,0,7174,1786,0,116,0,20,1800,200,904,204,1078,0
2018-07-22 08:30:00+01:00,10103,0,0,7178,1785,140,132,0,20,1800,120,904,132,983,0
2018-07-22 09:00:00+01:00,10673,0,0,7171,1675,302,178,0,20,1898,0,950,206,971,0
2018-07-22 09:30:00+01:00,11196,0,0,7177,1615,206,181,0,20,1896,0,952,256,966,0
2018-07-22 10:00:00+01:00,11335,0,0,7173,1591,234,165,0,20,1998,0,1002,160,947,0
2018-07-22 10:30:00+01:00,11427,0,0,7171,1571,136,164,0,20,1998,0,1002,122,948,0
2018-07-22 11:00:00+01:00,11593,0,0,7165,1561,158,113,0,20,1998,0,1002,112,949,0
2018-07-22 11:30:00+01:00,11595,0,0,7167,1621,152,98,0,20,1998,0,1002,44,942,0
2018-07-22 12:00:00+01:00,11736,0,0,7167,1674,152,61,0,20,1998,0,1000,34,932,0
2018-07-22 12:30:00+01:00,11533,0,0,7174,1807,144,56,0,20,1998,0,1002,14,932,0
2018-07-22 13:00:00+01:00,11040,0,0,7177,1871,146,57,0,20,1998,0,1000,0,930,0
2018-07-22 13:30:00+01:00,10494,0,0,7192,1820,174,57,0,20,1998,0,1000,0,930,0
2018-07-22 14:00:00+01:00,10183,0,0,7246,1901,168,57,0,20,1998,0,1000,0,928,0
2018-07-22 14:30:00+01:00,10235,0,0,7252,1938,10,57,0,20,1998,0,1000,8,926,0
2018-07-22 15:00:00+01:00,10398,0,0,7246,2004,24,56,0,20,1998,0,1000,20,929,0
2018-07-22 15:30:00+01:00,10671,0,0,7241,1926,168,56,0,20,1998,0,1000,48,930,0
2018-07-22 16:00:00+01:00,11493,0,0,7238,1854,234,64,0,20,1998,0,1000,82,930,0
2018-07-22 16:30:00+01:00,12588,0,0,7246,1812,158,117,0,20,1998,0,1000,90,932,0
2018-07-22 17:00:00+01:00,13202,0,87,7239,1774,232,235,0,20,1998,0,1058,24,939,0
2018-07-22 17:30:00+01:00,13782,0,288,7240,1680,242,237,0,20,1998,0,1058,26,958,0
2018-07-22 18:00:00+01:00,14108,0,458,7245,1679,170,267,0,20,1998,30,1058,102,950,0
2018-07-22 18:30:00+01:00,14394,0,451,7243,1595,328,281,0,20,1998,80,1058,160,964,0
2018-07-22 19:00:00+01:00,14347,0,492,7239,1433,664,283,0,20,1998,92,1058,258,1012,0
2018-07-22 19:30:00+01:00,14566,0,490,7238,1345,566,281,0,20,1998,104,1058,302,1038,0
2018-07-22 20:00:00+01:00,14436,0,359,7232,1287,960,271,0,20,1998,116,1018,292,1065,0
2018-07-22 20:30:00+01:00,14437,0,398,7234,1189,910,304,0,20,1998,60,1018,252,1130,0
2018-07-22 21:00:00+01:00,14209,0,488,7231,1130,912,249,0,20,1998,60,960,282,1208,0
2018-07-22 21:30:00+01:00,14334,0,489,7233,1152,786,233,0,20,1998,48,958,334,1207,0
2018-07-22 22:00:00+01:00,14439,0,470,7237,1230,332,200,0,20,1998,0,958,386,1306,0
2018-07-22 22:30:00+01:00,13492,0,328,7239,1270,154,176,0,20,1998,0,958,400,1367,0
2018-07-22 23:00:00+01:00,11950,0,128,7248,1314,8,137,0,20,1802,66,904,494,1555,0
2018-07-22 23:30:00+01:00,10442,0,0,7256,1350,0,123,0,20,1802,158,902,504,1603,0
2018-07-23 00:00:00+01:00,9757,0,0,7258,1319,0,92,0,20,1604,282,808,498,1601,0
2018-07-23 00:30:00+01:00,9074,0,0,7260,1330,0,94,0,20,1602,282,806,460,1604,0
2018-07-23 01:00:00+01:00,8695,0,0,7265,1214,0,94,0,20,1602,296,804,504,1602,0
2018-07-23 01:30:00+01:00,8652,0,0,7268,1131,0,93,0,20,1602,298,804,504,1603,0
2018-07-23 02:00:00+01:00,8725,0,0,7266,1119,0,93,0,20,1694,296,804,504,1604,0
2018-07-23 02:30:00+01:00,8710,0,0,7265,1081,0,93,0,20,1698,282,804,504,1603,0
2018-07-23 03:00:00+01:00,8520,0,0,7268,1255,0,93,0,20,1698,240,806,504,1604,0
2018-07-23 03:30:00+01:00,8389,0,0,7267,1329,0,94,0,21,1696,274,804,504,1604,0
2018-07-23 04:00:00+01:00,8639,0,0,7268,1328,0,95,0,20,1602,274,804,504,1602,0
2018-07-23 04:30:00+01:00,8657,0,0,7268,1396,0,93,0,20,1604,294,802,504,1596,0
2018-07-23 05:00:00+01:00,9003,0,0,7264,1515,0,92,0,20,1360,284,106,504,1618,0
2018-07-23 05:30:00+01:00,9393,0,0,7262,1425,0,93,0,20,1356,298,106,504,1690,0
2018-07-23 06:00:00+01:00,10217,0,0,7264,1332,22,111,0,20,1796,298,786,504,1792,0
2018-07-23 06:30:00+01:00,11747,0,0,7259,1390,134,113,0,20,1798,278,872,502,2093,0
2018-07-23 07:00:00+01:00,13804,0,0,7257,1388,260,128,0,20,1998,156,996,408,2128,0
2018-07-23 07:30:00+01:00,15639,0,0,7260,1396,164,141,0,20,1998,58,1000,258,2178,0
2018-07-23 08:00:00+01:00,16721,0,0,7259,1441,268,224,0,20,1998,0,1058,106,2244,0
2018-07-23 08:30:00+01:00,17342,0,0,7251,1558,270,225,0,20,1998,0,1058,0,2244,0
