local_datetime,ccgt,oil,coal,nuclear,wind,ps,npshyd,ocgt,other,intfr,intirl,intned,intew,biomass,intnem
2018-01-01 00:00:00+00:00,5361,0,1237,7267,8596,0,353,0,89,1408,206,710,432,749,0
2018-01-01 00:30:00+00:00,5739,0,1404,7265,8750,0,353,0,89,1404,200,710,432,756,0
2018-01-01 01:00:00+00:00,5885,0,1525,7263,8631,0,350,0,89,1406,210,722,432,756,0
2018-01-01 01:30:00+00:00,5355,0,1589,7258,8595,0,346,0,89,1404,212,726,432,755,0
2018-01-01 02:00:00+00:00,5089,0,1571,7257,8437,0,339,0,89,1306,212,676,432,752,0
2018-01-01 02:30:00+00:00,4748,0,1558,7253,8400,0,324,0,89,1306,212,674,432,754,0
2018-01-01 03:00:00+00:00,4459,0,1594,7255,8410,0,281,0,89,1306,212,682,432,757,0
2018-01-01 03:30:00+00:00,3807,0,1555,7258,8188,0,279,0,89,1304,214,672,432,757,0
2018-01-01 04:00:00+00:00,3660,0,1422,7254,8168,0,276,0,89,1306,214,464,432,756,0
2018-01-01 04:30:00+00:00,3351,0,1441,7258,8227,0,268,0,89,1306,214,458,432,757,0
2018-01-01 05:00:00+00:00,3577,0,1593,7260,8136,0,265,0,89,1306,214,228,432,757,0
2018-01-01 05:30:00+00:00,3827,0,1581,7259,7901,0,263,0,89,1306,212,220,432,758,0
2018-01-01 06:00:00+00:00,4558,0,1700,7262,7784,0,262,0,89,1304,208,366,432,757,0
2018-01-01 06:30:00+00:00,5138,0,1647,7264,7611,0,289,0,89,1310,208,366,432,757,0
2018-01-01 07:00:00+00:00,5652,0,1669,7261,7429,0,462,0,89,816,208,0,432,758,0
2018-01-01 07:30:00+00:00,5857,0,1598,7268,7031,0,408,0,89,814,208,0,432,755,0
2018-01-01 08:00:00+00:00,6451,0,1554,7265,6898,322,347,0,88,718,208,0,432,755,0
2018-01-01 08:30:00+00:00,7394,0,1654,7267,6911,390,407,0,89,704,208,0,432,757,0
2018-01-01 09:00:00+00:00,8169,0,1555,7262,6436,532,501,0,89,1310,208,240,432,754,0
2018-01-01 09:30:00+00:00,9442,0,1635,7260,6266,492,516,0,89,1300,208,246,432,751,0
2018-01-01 10:00:00+00:00,9789,0,1638,7260,6225,470,570,0,89,1800,204,628,432,744,0
2018-01-01 10:30:00+00:00,10870,0,1709,7259,5786,594,676,0,89,1800,174,634,432,754,0
2018-01-01 11:00:00+00:00,12001,0,1696,7259,5673,412,641,0,89,1800,140,912,432,756,0
2018-01-01 11:30:00+00:00,12926,0,1688,7262,5608,360,586,0,89,1800,102,882,404,756,0
2018-01-01 12:00:00+00:00,13631,0,1688,7262,5418,496,537,0,89,1800,92,880,308,756,0
2018-01-01 12:30:00+00:00,14231,0,1639,7256,4987,594,544,0,89,1800,84,926,242,756,0
2018-01-01 13:00:00+00:00,14815,0,1580,7254,4526,886,546,0,89,1800,84,926,242,751,0
2018-01-01 13:30:00+00:00,15167,0,1577,7261,4556,458,543,0,89,1800,94,884,242,749,0
2018-01-01 14:00:00+00:00,14808,0,1848,7261,4937,396,490,0,89,1800,94,878,242,744,0
2018-01-01 14:30:00+00:00,14737,0,2108,7257,4907,322,469,0,89,1798,30,902,242,746,0
2018-01-01 15:00:00+00:00,14587,0,2122,7254,5229,462,498,0,89,1996,0,988,198,740,0
2018-01-01 15:30:00+00:00,15301,0,2075,7258,5562,476,514,0,89,1998,0,998,76,742,0
2018-01-01 16:00:00+00:00,15855,0,2155,7263,6105,722,733,0,89,1996,0,1000,74,755,0
2018-01-01 16:30:00+00:00,17076,0,2277,7260,6642,936,724,0,89,1996,0,988,184,751,0
2018-01-01 17:00:00+00:00,16956,0,2222,7256,7174,1256,705,0,89,1996,0,994,226,720,0
2018-01-01 17:30:00+00:00,16968,0,2221,7256,7300,876,715,0,89,1996,0,974,134,720,0
2018-01-01 18:00:00+00:00,16451,0,2108,7252,7497,430,717,0,89,1996,0,986,66,732,0
2018-01-01 18:30:00+00:00,16111,0,2070,7254,7330,420,706,0,89,1996,0,1010,0,746,0
2018-01-01 19:00:00+00:00,15185,0,2014,7264,7562,290,641,0,89,1996,0,962,0,741,0
2018-01-01 19:30:00+00:00,14467,0,1461,7261,7750,286,568,0,89,1996,0,980,0,746,0
2018-01-01 20:00:00+00:00,13358,0,1284,7257,7874,342,515,0,89,1996,0,996,0,749,0
2018-01-01 20:30:00+00:00,12081,0,1287,7263,7873,306,477,0,89,1996,0,990,26,748,0
2018-01-01 21:00:00+00:00,11418,0,1283,7257,7837,420,405,0,89,1802,0,892,0,730,0
2018-01-01 21:30:00+00:00,10180,0,1266,7264,7874,270,398,0,89,1798,0,868,0,746,0
2018-01-01 22:00:00+00:00,9117,0,1284,7258,7937,272,312,0,89,1606,0,702,0,744,0
2018-01-01 22:30:00+00:00,8126,0,1068,7263,7908,104,314,0,89,1600,0,676,0,743,0
2018-01-01 23:00:00+00:00,7605,0,908,7257,7858,0,320,0,89,1602,0,708,0,746,0
2018-01-01 23:30:00+00:00,7233,0,949,7261,7601,0,310,0,89,1602,0,702,24,745,0
2018-01-02 00:00:00+00:00,7160,0,929,7267,7400,0,311,0,89,1602,0,724,32,745,0
2018-01-02 00:30:00+00:00,8013,0,945,7260,7168,0,314,0,89,1602,0,756,0,745,0
2018-01-02 01:00:00+00:00,8088,0,1091,7266,6915,0,312,0,90,1602,0,742,26,745,0
2018-01-02 01:30:00+00:00,7883,0,1225,7268,6611,0,311,0,91,1602,16,748,94,742,0
2018-01-02 02:00:00+00:00,7911,0,1267,7273,6138,0,279,0,91,1602,0,738,194,744,0
2018-01-02 02:30:00+00:00,8127,0,1284,7260,5817,0,279,0,91,1602,40,746,346,742,0
2018-01-02 03:00:00+00:00,8580,0,1298,7260,5286,0,261,0,90,1602,56,754,432,739,0
2018-01-02 03:30:00+00:00,8627,0,1290,7265,5137,0,252,0,90,1602,0,732,432,737,0
2018-01-02 04:00:00+00:00,9031,0,1315,7262,4648,0,250,0,90,1602,0,732,432,735,0
2018-01-02 04:30:00+00:00,9242,0,1321,7264,4381,0,250,0,91,1600,0,746,432,732,0
2018-01-02 05:00:00+00:00,9334,0,1389,7255,4295,0,247,0,91,1800,96,918,432,724,0
2018-01-02 05:30:00+00:00,9613,0,1443,7262,4416,0,245,0,91,1798,138,882,432,704,0
2018-01-02 06:00:00+00:00,10986,0,1594,7261,4612,0,244,0,91,1898,82,910,432,703,0
2018-01-02 06:30:00+00:00,12579,0,1700,7263,4812,152,246,0,91,1896,82,910,432,700,0
2018-01-02 07:00:00+00:00,15366,0,1794,7268,4917,198,248,0,91,1996,44,316,432,700,0
2018-01-02 07:30:00+00:00,16125,0,2034,7256,5031,416,264,0,91,1996,72,400,432,700,0
2018-01-02 08:00:00+00:00,16703,0,2255,7260,5345,398,359,0,91,1996,58,1008,432,701,0
2018-01-02 08:30:00+00:00,17657,0,2379,7262,5842,380,406,0,91,1998,38,1000,378,681,0
2018-01-02 09:00:00+00:00,18351,0,2421,7258,6506,448,551,0,91,1998,0,1032,304,681,0
2018-01-02 09:30:00+00:00,19427,0,2368,7263,6598,434,547,0,91,1998,0,1016,196,681,0
2018-01-02 10:00:00+00:00,20293,0,2128,7254,6618,580,515,0,91,1998,0,1034,70,681,0
2018-01-02 10:30:00+00:00,20722,0,2234,7258,6358,642,511,0,91,1998,0,990,0,679,0
2018-01-02 11:00:00+00:00,20688,0,2500,7259,6677,382,483,0,91,1998,0,1024,0,680,0
2018-01-02 11:30:00+00:00,20433,0,2557,7270,7298,210,477,0,91,1998,0,960,0,679,0
2018-01-02 12:00:00+00:00,20229,0,2505,7264,7775,282,475,0,91,1996,0,968,0,680,0
2018-01-02 12:30:00+00:00,19944,0,2595,7261,8015,330,462,0,91,1996,0,1012,0,680,0
2018-01-02 13:00:00+00:00,19663,0,2806,7263,8065,284,440,0,91,1996,0,974,0,681,0
2018-01-02 13:30:00+00:00,19244,0,2859,7258,8243,152,438,0,91,1996,0,970,48,681,0
2018-01-02 14:00:00+00:00,18860,0,2727,7257,8489,284,438,0,91,1996,0,964,60,680,0
2018-01-02 14:30:00+00:00,18457,0,2696,7259,8688,304,441,0,91,1996,0,982,54,681,0
2018-01-02 15:00:00+00:00,18718,0,2792,7258,8600,314,459,0,91,1996,0,1000,0,681,0
2018-01-02 15:30:00+00:00,19686,0,2975,7257,7902,498,495,0,91,1996,0,1022,0,680,0
2018-01-02 16:00:00+00:00,21475,0,3272,7261,6868,476,710,0,91,1996,0,1014,0,681,0
2018-01-02 16:30:00+00:00,22340,0,3571,7262,7144,564,719,0,91,1996,0,996,0,679,0
2018-01-02 17:00:00+00:00,22455,0,3531,7259,7213,1100,730,0,91,1996,0,1028,0,680,0
2018-01-02 17:30:00+00:00,22637,0,3851,7259,6605,1296,727,0,91,1996,0,1014,0,681,0
2018-01-02 18:00:00+00:00,22183,0,3927,7266,6853,884,704,0,91,1996,0,966,0,681,0
2018-01-02 18:30:00+00:00,21700,0,3918,7263,6903,374,705,0,91,1996,0,972,0,680,0
2018-01-02 19:00:00+00:00,20483,0,3624,7263,7382,280,685,0,91,1996,0,964,0,680,0
2018-01-02 19:30:00+00:00,18958,0,3121,7267,7553,280,637,0,91,1996,0,962,108,680,0
2018-01-02 20:00:00+00:00,18063,0,2284,7265,7858,380,525,0,91,1996,0,988,86,681,0
2018-01-02 20:30:00+00:00,16500,0,1861,7267,8093,298,507,0,91,1996,0,1000,46,680,0
2018-01-02 21:00:00+00:00,14423,0,1878,7273,8222,338,468,0,91,1996,0,1010,0,681,0
2018-01-02 21:30:00+00:00,12335,0,1826,7262,7934,426,458,0,91,1996,0,1018,46,680,0
2018-01-02 22:00:00+00:00,10517,0,1622,7264,7770,330,437,0,91,1996,0,998,166,680,0
2018-01-02 22:30:00+00:00,9257,0,1157,7254,7402,302,441,0,91,1996,0,1022,246,680,0
2018-01-02 23:00:00+00:00,8352,0,1133,7263,7102,0,467,0,91,1606,80,746,382,681,0
2018-01-02 23:30:00+00:00,7561,0,1149,7263,7189,0,444,0,91,1600,82,700,432,681,0
2018-01-03 00:00:00+00:00,7223,0,1177,7268,7253,0,443,0,91,1502,82,704,432,681,0
2018-01-03 00:30:00+00:00,7337,0,1109,7262,7470,0,440,0,91,1502,82,690,432,681,0
2018-01-03 01:00:00+00:00,7099,0,873,7259,7646,0,407,0,91,1502,82,712,432,681,0
2018-01-03 01:30:00+00:00,6730,0,874,7259,7722,0,403,0,91,1502,82,684,432,681,0
2018-01-03 02:00:00+00:00,6713,0,874,7253,7821,0,343,0,91,1502,82,706,432,681,0
2018-01-03 02:30:00+00:00,6598,0,874,7263,7845,0,335,0,91,1502,82,682,432,681,0
2018-01-03 03:00:00+00:00,6648,0,874,7257,7718,0,330,0,91,1502,82,722,432,681,0
2018-01-03 03:30:00+00:00,6765,0,932,7045,7178,0,332,0,91,1502,82,736,432,681,0
2018-01-03 04:00:00+00:00,6805,0,1021,6856,7412,0,317,0,91,1502,82,686,432,681,0
2018-01-03 04:30:00+00:00,6682,0,893,6858,7679,0,315,0,91,1502,82,672,432,681,0
2018-01-03 05:00:00+00:00,7137,0,863,6853,7565,0,315,0,91,1502,82,712,432,680,0
2018-01-03 05:30:00+00:00,7985,0,745,6849,7280,0,329,0,91,1500,80,702,432,680,0
2018-01-03 06:00:00+00:00,9320,0,880,6852,7227,0,340,0,91,1800,82,856,432,680,0
2018-01-03 06:30:00+00:00,11271,0,1108,6850,7125,162,339,0,91,1796,82,880,432,682,0
2018-01-03 07:00:00+00:00,13672,0,1040,6849,7406,224,317,0,91,1996,82,952,432,681,0
2018-01-03 07:30:00+00:00,15100,0,982,6848,7725,304,318,0,91,1996,82,1008,404,680,0
2018-01-03 08:00:00+00:00,16607,0,873,6845,7941,356,358,0,91,1996,82,1026,334,680,0
2018-01-03 08:30:00+00:00,17332,0,1000,6864,8004,308,447,0,90,1996,82,1000,354,680,0
2018-01-03 09:00:00+00:00,17690,0,1109,6899,8238,300,537,0,91,1996,82,986,434,680,0
2018-01-03 09:30:00+00:00,17785,0,1165,6905,8290,260,587,0,90,1998,80,976,352,680,0
2018-01-03 10:00:00+00:00,17683,0,1145,6931,8480,156,592,0,91,1996,70,1004,272,678,0
2018-01-03 10:30:00+00:00,17702,0,1127,6956,8473,202,568,0,91,1996,20,1000,206,672,0
2018-01-03 11:00:00+00:00,17644,0,1183,6958,8661,196,462,0,91,1996,0,1000,256,680,0
2018-01-03 11:30:00+00:00,17464,0,1177,6964,8625,296,445,0,91,1996,0,1000,224,643,0
2018-01-03 12:00:00+00:00,17923,0,1238,6975,8445,256,450,0,91,1998,0,1000,176,642,0
2018-01-03 12:30:00+00:00,17914,0,1285,7006,8498,166,454,0,91,1998,0,1000,130,680,0
2018-01-03 13:00:00+00:00,17933,0,1285,7007,8676,122,427,0,91,1998,0,1000,114,673,0
2018-01-03 13:30:00+00:00,17837,0,1287,7003,8688,196,428,0,91,1996,0,1000,166,616,0
2018-01-03 14:00:00+00:00,18144,0,1283,7053,8697,362,431,0,91,1996,0,1000,150,612,0
2018-01-03 14:30:00+00:00,18642,0,1315,7101,8639,266,431,0,91,1998,0,1000,114,654,0
2018-01-03 15:00:00+00:00,18870,0,1715,7121,8455,290,432,0,91,1998,0,1000,142,680,0
2018-01-03 15:30:00+00:00,19675,0,1941,7119,8269,360,447,0,91,1996,0,1006,26,630,0
2018-01-03 16:00:00+00:00,20894,0,1970,7128,8362,310,614,0,91,1996,0,1004,0,616,0
2018-01-03 16:30:00+00:00,22541,0,1938,7128,8466,548,796,0,91,1996,0,1012,0,626,0
2018-01-03 17:00:00+00:00,22813,0,1985,7127,8298,1218,828,0,91,1998,0,1016,0,665,0
2018-01-03 17:30:00+00:00,22886,0,2140,7135,8205,1130,829,0,91,1998,0,996,0,700,0
2018-01-03 18:00:00+00:00,22776,0,2198,7125,8208,768,816,0,91,1996,0,1012,0,689,0
2018-01-03 18:30:00+00:00,22186,0,2013,7133,8208,598,757,0,91,1996,0,1014,0,687,0
2018-01-03 19:00:00+00:00,22006,0,1742,7127,8168,550,597,0,91,1996,0,1024,0,680,0
2018-01-03 19:30:00+00:00,21060,0,1482,7130,8149,486,573,0,91,1998,0,1024,0,680,0
2018-01-03 20:00:00+00:00,19991,0,1300,7132,8120,362,518,0,91,1996,0,996,0,681,0
2018-01-03 20:30:00+00:00,18468,0,1115,7130,8187,308,491,0,91,1996,0,998,0,680,0
2018-01-03 21:00:00+00:00,16702,0,1003,7130,8080,352,492,0,91,1996,0,1008,0,672,0
2018-01-03 21:30:00+00:00,14572,0,1150,7133,7938,382,493,0,91,1996,0,1020,0,618,0
2018-01-03 22:00:00+00:00,12708,0,1166,7136,7863,328,454,0,91,1996,0,1008,0,616,0
2018-01-03 22:30:00+00:00,11232,0,1047,7133,7671,262,453,0,91,1996,0,1008,0,660,0
2018-01-03 23:00:00+00:00,10084,0,1150,7128,7474,0,439,0,91,1996,0,1012,0,679,0
2018-01-03 23:30:00+00:00,9883,0,1245,7124,7190,0,421,0,91,1996,0,1026,0,682,0
2018-01-04 00:00:00+00:00,10499,0,1228,7123,6770,0,417,0,91,1996,0,1034,0,681,0
2018-01-04 00:30:00+00:00,11072,0,1233,7132,6696,0,415,0,91,1996,0,1022,0,680,0
2018-01-04 01:00:00+00:00,10792,0,1168,7134,6656,0,413,0,91,1996,0,1004,98,681,0
2018-01-04 01:30:00+00:00,10469,0,1136,7126,6081,0,396,0,91,1996,0,1038,252,671,0
2018-01-04 02:00:00+00:00,10578,0,1204,7107,5736,0,357,0,91,1996,0,1038,344,616,0
2018-01-04 02:30:00+00:00,11008,0,1191,7102,5207,0,355,0,91,1996,0,1014,414,616,0
2018-01-04 03:00:00+00:00,11178,0,1194,7107,4776,0,314,0,91,1996,0,1000,488,658,0
2018-01-04 03:30:00+00:00,11711,0,1195,7111,3988,0,314,0,91,1996,4,1000,458,682,0
2018-01-04 04:00:00+00:00,11882,0,1175,7135,3619,0,310,0,91,1996,30,1000,504,681,0
2018-01-04 04:30:00+00:00,11970,0,1209,7133,3663,0,309,0,91,1996,30,1000,504,680,0
2018-01-04 05:00:00+00:00,12539,0,1360,7130,3621,0,325,0,91,1996,30,1000,504,681,0
2018-01-04 05:30:00+00:00,13036,0,1546,7133,3736,0,342,0,90,1996,64,966,504,680,0
2018-01-04 06:00:00+00:00,14389,0,1813,7129,3782,0,328,0,91,1996,112,980,504,681,0
2018-01-04 06:30:00+00:00,16387,0,2163,7126,3386,234,331,0,91,1996,196,1004,478,681,0
2018-01-04 07:00:00+00:00,19620,0,2330,7130,3324,198,378,0,91,1998,156,960,340,680,0
2018-01-04 07:30:00+00:00,21320,0,2310,7119,3317,388,361,0,91,1996,190,1014,188,626,0
2018-01-04 08:00:00+00:00,22898,0,2398,7124,3053,440,405,0,91,1996,198,1000,68,573,0
2018-01-04 08:30:00+00:00,23112,0,2539,7079,3277,286,461,0,91,1998,198,1000,130,529,0
2018-01-04 09:00:00+00:00,23656,0,2529,6923,3312,444,590,0,91,1996,198,1000,188,536,0
2018-01-04 09:30:00+00:00,23790,0,2686,6901,3276,378,601,0,91,1998,198,1000,94,573,0
2018-01-04 10:00:00+00:00,23842,0,2639,6897,3152,366,585,0,91,1998,152,1000,8,575,0
2018-01-04 10:30:00+00:00,23571,0,2937,6906,3156,150,557,0,91,1998,86,1000,0,617,0
2018-01-04 11:00:00+00:00,23476,0,2733,6902,3667,206,435,0,91,1996,100,1000,0,674,0
2018-01-04 11:30:00+00:00,23147,0,2622,6906,4327,156,427,0,91,1996,58,1000,0,677,0
2018-01-04 12:00:00+00:00,22850,0,2203,6909,5200,118,427,0,87,1996,60,974,0,671,0
2018-01-04 12:30:00+00:00,22104,0,1940,6967,5852,166,429,0,91,1996,0,1004,0,680,0
2018-01-04 13:00:00+00:00,21979,0,1894,7098,6023,174,383,0,91,1996,0,1000,0,681,0
2018-01-04 13:30:00+00:00,21572,0,1889,7138,6100,112,383,0,91,1996,14,1000,0,680,0
2018-01-04 14:00:00+00:00,21630,0,1915,7129,6205,186,378,0,91,1996,42,744,0,681,0
2018-01-04 14:30:00+00:00,21505,0,2139,7139,6212,188,375,0,91,1996,28,726,0,681,0
2018-01-04 15:00:00+00:00,21518,0,2395,7132,6338,134,380,0,91,1996,58,772,0,681,0
2018-01-04 15:30:00+00:00,21692,0,2659,7125,6378,596,417,0,91,1996,0,778,0,681,0
2018-01-04 16:00:00+00:00,22208,0,3181,7140,6443,302,626,0,91,1996,0,1000,0,681,0
2018-01-04 16:30:00+00:00,23392,0,3951,6988,6405,730,841,0,91,1996,0,1000,0,681,0
2018-01-04 17:00:00+00:00,23614,0,4379,6922,6482,904,844,0,91,1996,0,1000,0,680,0
2018-01-04 17:30:00+00:00,23669,0,4442,6916,6542,638,803,0,91,1996,0,1000,0,680,0
2018-01-04 18:00:00+00:00,23695,0,4323,6912,6407,550,795,0,91,1996,0,1000,0,680,0
2018-01-04 18:30:00+00:00,23458,0,4101,6975,6381,324,658,0,91,1996,0,1000,0,681,0
2018-01-04 19:00:00+00:00,22806,0,3851,7006,6338,396,610,0,91,1996,0,1000,0,681,0
2018-01-04 19:30:00+00:00,22122,0,3485,7009,6273,408,581,0,91,1996,0,1000,0,681,0
2018-01-04 20:00:00+00:00,21109,0,3087,7012,6259,384,477,0,91,1996,0,1000,0,681,0
2018-01-04 20:30:00+00:00,20131,0,2338,7099,6191,470,451,0,91,1996,0,1000,0,681,0
2018-01-04 21:00:00+00:00,18916,0,1699,7134,6117,500,427,0,91,1996,0,1008,36,680,0
2018-01-04 21:30:00+00:00,17807,0,1359,7130,5710,332,421,0,91,1996,0,1006,40,681,0
2018-01-04 22:00:00+00:00,16527,0,1216,7129,5251,368,341,0,91,1996,0,1024,0,681,0
2018-01-04 22:30:00+00:00,15219,0,1169,7129,4934,244,341,0,91,1996,0,998,0,681,0
2018-01-04 23:00:00+00:00,14042,0,975,7016,4793,0,349,0,91,1996,16,1014,38,682,0
2018-01-04 23:30:00+00:00,13903,0,935,6911,4523,0,337,0,91,1996,32,1022,106,705,0
2018-01-05 00:00:00+00:00,14200,0,944,6921,4078,0,334,0,91,1996,94,1000,192,719,0
2018-01-05 00:30:00+00:00,14673,0,1003,6909,3774,0,333,0,91,1996,192,1018,300,718,0
2018-01-05 01:00:00+00:00,14737,0,912,6912,3302,0,299,0,91,1996,198,1026,444,723,0
2018-01-05 01:30:00+00:00,14285,0,1030,6925,3032,0,292,0,91,1996,198,998,504,722,0
2018-01-05 02:00:00+00:00,13819,0,1076,7029,2865,0,275,0,91,1996,198,970,504,723,0
2018-01-05 02:30:00+00:00,13737,0,986,7132,2727,0,276,0,91,1996,198,1012,504,723,0
2018-01-05 03:00:00+00:00,13455,0,989,7138,2649,0,271,0,91,1996,198,988,504,722,0
2018-01-05 03:30:00+00:00,13251,0,995,7139,2362,0,272,0,91,1996,198,1008,504,724,0
2018-01-05 04:00:00+00:00,13284,0,1033,7136,2100,0,266,0,91,1996,198,1006,504,718,0
2018-01-05 04:30:00+00:00,13199,0,1134,7146,2123,0,265,0,91,1996,198,986,504,723,0
2018-01-05 05:00:00+00:00,13720,0,1273,7141,2074,0,295,0,91,1996,198,986,504,723,0
2018-01-05 05:30:00+00:00,13865,0,1725,7146,2194,0,297,0,91,1996,198,982,504,724,0
2018-01-05 06:00:00+00:00,14810,0,2600,7136,2246,0,318,0,91,1996,192,1006,486,723,0
2018-01-05 06:30:00+00:00,16329,0,3438,7141,2364,208,330,0,91,1996,180,990,354,723,0
2018-01-05 07:00:00+00:00,19131,0,3776,7134,2379,336,365,0,91,1996,132,1008,204,722,0
2018-01-05 07:30:00+00:00,21139,0,4067,7130,2162,390,383,0,91,1996,140,1010,52,720,0
2018-01-05 08:00:00+00:00,22549,0,4507,7131,1935,516,422,0,91,1996,16,1028,0,720,0
2018-01-05 08:30:00+00:00,22807,0,5263,7139,1776,332,453,0,91,1996,0,1000,0,721,0
2018-01-05 09:00:00+00:00,23041,0,5854,7129,1690,362,555,0,91,1996,0,1000,0,720,0
2018-01-05 09:30:00+00:00,22955,0,6134,7131,1718,344,559,0,91,1996,0,1000,0,720,0
2018-01-05 10:00:00+00:00,22627,0,6091,7135,1998,434,560,0,91,1996,0,1000,0,718,0
2018-01-05 10:30:00+00:00,22802,0,6110,7130,1928,312,557,0,91,1996,0,1000,0,719,0
2018-01-05 11:00:00+00:00,23250,0,6022,6627,2005,462,490,0,91,1996,0,1000,0,718,0
2018-01-05 11:30:00+00:00,23197,0,6104,6626,2158,328,449,0,91,1996,0,1000,0,717,0
2018-01-05 12:00:00+00:00,23168,0,6317,6629,2122,306,375,0,91,1996,0,1000,0,715,0
2018-01-05 12:30:00+00:00,23266,0,5862,6630,2224,324,356,0,91,1996,0,1000,0,719,0
2018-01-05 13:00:00+00:00,23395,0,5592,6625,2285,376,355,0,91,1996,0,1000,0,720,0
2018-01-05 13:30:00+00:00,23222,0,5572,6634,2357,300,357,0,91,1996,0,1000,0,722,0
2018-01-05 14:00:00+00:00,23237,0,5560,6630,2457,218,373,0,91,1996,0,990,0,729,0
2018-01-05 14:30:00+00:00,23149,0,5611,6629,2476,228,381,0,91,1996,0,1022,0,729,0
2018-01-05 15:00:00+00:00,23149,0,5793,6629,2563,196,484,0,91,1996,0,1010,0,728,0
2018-01-05 15:30:00+00:00,23056,0,6355,6634,2622,290,582,0,91,1996,0,986,0,728,0
2018-01-05 16:00:00+00:00,23130,0,7173,6627,2571,228,861,0,91,1996,0,1014,0,725,0
2018-01-05 16:30:00+00:00,24001,0,7295,6623,2633,864,943,0,91,1996,0,1022,0,727,0
2018-01-05 17:00:00+00:00,24630,0,7288,6615,2687,1072,952,0,91,1996,0,1016,0,729,0
2018-01-05 17:30:00+00:00,24262,0,7317,6623,2934,1248,915,0,91,1996,0,976,0,730,0
2018-01-05 18:00:00+00:00,23659,0,7282,6616,3101,1254,846,0,91,1996,0,980,0,731,0
2018-01-05 18:30:00+00:00,23501,0,7026,6610,3288,1052,799,0,91,1996,0,1002,0,733,0
2018-01-05 19:00:00+00:00,23652,0,6579,6614,3441,530,507,0,91,1996,0,1014,0,702,0
2018-01-05 19:30:00+00:00,23285,0,5743,6603,3324,616,485,0,91,1996,0,1032,0,709,0
2018-01-05 20:00:00+00:00,22902,0,4910,6613,3246,526,461,0,91,1996,0,1028,0,720,0
2018-01-05 20:30:00+00:00,22335,0,4263,6503,3154,400,435,0,91,1996,0,1014,0,645,0
2018-01-05 21:00:00+00:00,21084,0,3921,6389,3127,400,385,0,91,1996,0,1012,0,638,0
2018-01-05 21:30:00+00:00,20075,0,3109,6384,3143,322,384,0,91,1996,0,1000,0,570,0
2018-01-05 22:00:00+00:00,18856,0,2158,6386,3267,296,370,0,91,1996,0,1000,0,559,0
2018-01-05 22:30:00+00:00,17782,0,1699,6383,3382,288,361,0,91,1996,0,1000,0,559,0
2018-01-05 23:00:00+00:00,16391,0,1244,6387,3328,2,383,0,91,1996,130,1000,46,557,0
2018-01-05 23:30:00+00:00,15443,0,1033,6394,3268,0,389,0,91,1996,96,1000,160,555,0
2018-01-06 00:00:00+00:00,14789,0,881,6393,3419,0,333,0,91,1996,170,1000,270,554,0
2018-01-06 00:30:00+00:00,14608,0,917,6450,3608,0,303,0,91,1996,192,1000,406,554,0
2018-01-06 01:00:00+00:00,14140,0,1119,6468,3688,14,275,0,91,1804,192,904,456,555,0
2018-01-06 01:30:00+00:00,13568,0,1010,6402,3846,0,272,0,91,1800,174,900,456,650,0
2018-01-06 02:00:00+00:00,13298,0,867,6397,3854,0,250,0,91,1800,178,900,456,725,0
2018-01-06 02:30:00+00:00,12657,0,854,6412,4000,0,246,0,91,1800,174,884,456,719,0
2018-01-06 03:00:00+00:00,12442,0,734,6405,4436,0,246,0,91,1800,192,906,456,719,0
2018-01-06 03:30:00+00:00,11851,0,477,6423,4961,0,245,0,91,1800,192,902,456,722,0
2018-01-06 04:00:00+00:00,11186,0,514,6525,4978,0,248,0,91,1800,192,902,456,721,0
2018-01-06 04:30:00+00:00,10715,0,490,6544,5181,0,251,0,91,1800,192,902,456,733,0
2018-01-06 05:00:00+00:00,10475,0,409,6547,5416,0,299,0,91,1800,192,902,456,736,0
2018-01-06 05:30:00+00:00,10267,0,467,6528,5543,0,294,0,91,1800,192,902,456,733,0
2018-01-06 06:00:00+00:00,11388,0,622,6419,5688,0,285,0,91,1800,192,914,456,734,0
2018-01-06 06:30:00+00:00,12224,0,628,6402,5401,0,308,0,91,1796,192,916,456,733,0
2018-01-06 07:00:00+00:00,12061,0,546,6409,5851,8,344,0,91,1996,192,968,456,734,0
2018-01-06 07:30:00+00:00,12596,0,647,6432,6163,242,374,0,91,1996,202,990,456,732,0
2018-01-06 08:00:00+00:00,13633,0,658,6544,6087,296,617,0,91,1996,204,1012,456,734,0
2018-01-06 08:30:00+00:00,14811,0,1032,6636,6392,288,611,0,91,1996,204,966,456,734,0
2018-01-06 09:00:00+00:00,15741,0,1392,6628,6600,312,650,0,91,1996,204,990,456,733,0
2018-01-06 09:30:00+00:00,16029,0,1542,6636,6777,300,712,0,91,1996,204,982,456,732,0
2018-01-06 10:00:00+00:00,16608,0,1468,6624,6600,448,699,0,91,1996,204,1032,454,733,0
2018-01-06 10:30:00+00:00,17241,0,1303,6637,6501,322,687,0,91,1996,202,996,402,735,0
2018-01-06 11:00:00+00:00,17452,0,1426,6663,6401,300,464,0,91,1996,174,986,376,731,0
2018-01-06 11:30:00+00:00,17231,0,1441,6670,6277,398,454,0,91,1996,202,1022,354,731,0
2018-01-06 12:00:00+00:00,17887,0,1511,6529,6030,318,408,0,91,1996,204,1002,314,734,0
2018-01-06 12:30:00+00:00,17464,0,1538,6515,6414,362,375,0,91,1996,196,1000,276,729,0
